0.0000e+00  300.0 -2.6062e-02 
1.1328e+01  479.3 -2.7374e-02 
2.2656e+01  658.7 -2.8602e-02 
3.3984e+01  808.7 -2.9905e-02 
4.5312e+01  957.1 -3.0299e-02 
5.6641e+01 1076.9 -3.1563e-02 
6.7969e+01 1196.7 -3.2574e-02 
7.9297e+01 1299.7 -3.2374e-02 
9.0625e+01 1401.6 -3.2092e-02 
1.0195e+02 1485.9 -3.1826e-02 
1.1328e+02 1569.8 -3.1600e-02 
1.2461e+02 1641.9 -3.1349e-02 
1.3594e+02 1712.4 -3.1124e-02 
1.4727e+02 1765.6 -3.1115e-02 
1.5859e+02 1817.7 -3.1277e-02 
1.6992e+02 1849.7 -3.1308e-02 
1.8125e+02 1881.4 -3.1166e-02 
1.9258e+02 1898.9 -3.1054e-02 
2.0391e+02 1915.5 -3.0975e-02 
2.1523e+02 1921.9 -3.0781e-02 
2.2656e+02 1928.1 -3.0689e-02 
2.3789e+02 1930.7 -3.0683e-02 
2.4922e+02 1933.2 -3.0680e-02 
2.6055e+02 1935.2 -3.0833e-02 
2.7188e+02 1937.1 -3.1002e-02 
2.8320e+02 1938.1 -3.0562e-02 
2.9453e+02 1939.0 -3.0712e-02 
3.0586e+02 1939.5 -3.1310e-02 
3.1719e+02 1940.1 -3.4518e-02 
3.2852e+02 1941.1 -3.7613e-02 
3.3984e+02 1942.1 -3.9939e-02 
3.5117e+02 1943.7 -4.1554e-02 
3.6250e+02 1945.3 -4.2802e-02 
3.7383e+02 1947.2 -4.3824e-02 
3.8516e+02 1949.2 -4.6422e-02 
3.9648e+02 1951.3 -4.9308e-02 
4.0781e+02 1953.5 -5.2114e-02 
4.1914e+02 1956.4 -5.4542e-02 
4.3047e+02 1959.4 -5.6492e-02 
4.4180e+02 1962.3 -5.7988e-02 
4.5312e+02 1965.4 -5.8967e-02 
4.6445e+02 1969.0 -5.9572e-02 
4.7578e+02 1972.5 -5.9877e-02 
4.8711e+02 1976.0 -5.9802e-02 
4.9844e+02 1979.4 -5.9709e-02 
5.0977e+02 1982.5 -5.9787e-02 
5.2109e+02 1985.6 -6.0117e-02 
5.3242e+02 1989.1 -6.0487e-02 
5.4375e+02 1992.5 -6.0844e-02 
5.5508e+02 1995.6 -6.1291e-02 
5.6641e+02 1998.6 -6.1949e-02 
5.7773e+02 2001.6 -6.2649e-02 
5.8906e+02 2004.7 -6.3334e-02 
6.0039e+02 2008.7 -6.3981e-02 
6.1172e+02 2012.7 -6.4623e-02 
6.2305e+02 2017.3 -6.5240e-02 
6.3438e+02 2022.1 -6.9219e-02 
6.4570e+02 2027.6 -7.2570e-02 
6.5703e+02 2033.1 -7.5326e-02 
6.6836e+02 2039.3 -7.8582e-02 
6.7969e+02 2045.3 -8.2651e-02 
6.9102e+02 2050.7 -8.6525e-02 
7.0234e+02 2056.1 -8.8014e-02 
7.1367e+02 2061.2 -1.0780e-01 
7.2500e+02 2066.4 -1.0984e-01 
7.3633e+02 2071.9 -1.2685e-01 
7.4766e+02 2077.2 -1.2664e-01 
7.5898e+02 2082.1 -1.2614e-01 
7.7031e+02 2086.9 -1.2511e-01 
7.8164e+02 2091.6 -1.2308e-01 
7.9297e+02 2096.3 -1.2171e-01 
8.0430e+02 2101.2 -1.2208e-01 
8.1562e+02 2106.1 -1.2246e-01 
8.2695e+02 2110.7 -1.2284e-01 
8.3828e+02 2115.4 -1.2322e-01 
8.4961e+02 2120.4 -1.2360e-01 
8.6094e+02 2125.3 -1.2398e-01 
8.7227e+02 2130.2 -1.2436e-01 
8.8359e+02 2134.9 -1.2475e-01 
8.9492e+02 2139.1 -1.2513e-01 
9.0625e+02 2143.4 -1.2551e-01 
9.1758e+02 2148.3 -1.2590e-01 
9.2891e+02 2153.3 -1.2628e-01 
9.4023e+02 2158.5 -1.2667e-01 
9.5156e+02 2163.4 -1.2706e-01 
9.6289e+02 2167.8 -1.2744e-01 
9.7422e+02 2172.5 -1.2783e-01 
9.8555e+02 2177.6 -1.2823e-01 
9.9688e+02 2182.5 -1.2862e-01 
1.0082e+03 2186.9 -1.2901e-01 
1.0195e+03 2191.2 -1.2941e-01 
1.0309e+03 2195.2 -1.2980e-01 
1.0422e+03 2199.3 -1.3020e-01 
1.0535e+03 2203.9 -1.3059e-01 
1.0648e+03 2208.5 -1.3098e-01 
1.0762e+03 2212.9 -1.3138e-01 
1.0875e+03 2217.4 -1.3177e-01 
1.0988e+03 2222.1 -1.3216e-01 
1.1102e+03 2226.6 -1.3255e-01 
1.1215e+03 2231.1 -1.3294e-01 
1.1328e+03 2235.4 -1.3334e-01 
1.1441e+03 2239.5 -1.3373e-01 
1.1555e+03 2243.6 -1.3412e-01 
1.1668e+03 2247.5 -1.3451e-01 
1.1781e+03 2251.6 -1.3490e-01 
1.1895e+03 2256.0 -1.3530e-01 
1.2008e+03 2260.5 -1.3569e-01 
1.2121e+03 2265.2 -1.3609e-01 
1.2234e+03 2269.5 -1.3648e-01 
1.2348e+03 2273.5 -1.3688e-01 
1.2461e+03 2277.7 -1.3727e-01 
1.2574e+03 2282.3 -1.3766e-01 
1.2688e+03 2286.9 -1.3806e-01 
1.2801e+03 2291.3 -1.3845e-01 
1.2914e+03 2295.7 -1.3884e-01 
1.3027e+03 2300.2 -1.3923e-01 
1.3141e+03 2304.5 -1.3962e-01 
1.3254e+03 2308.6 -1.4001e-01 
1.3367e+03 2312.6 -1.4040e-01 
1.3480e+03 2316.6 -1.4078e-01 
1.3594e+03 2320.6 -1.4117e-01 
1.3707e+03 2324.7 -1.4156e-01 
1.3820e+03 2328.8 -1.4195e-01 
1.3934e+03 2332.7 -1.4234e-01 
1.4047e+03 2336.7 -1.4274e-01 
1.4160e+03 2340.8 -1.4313e-01 
1.4273e+03 2344.9 -1.4352e-01 
1.4387e+03 2348.8 -1.4391e-01 
1.4500e+03 2352.7 -1.4430e-01 
1.4613e+03 2356.7 -1.4469e-01 
1.4727e+03 2360.7 -1.4508e-01 
1.4840e+03 2364.8 -1.4546e-01 
1.4953e+03 2368.6 -1.4585e-01 
1.5066e+03 2372.1 -1.4624e-01 
1.5180e+03 2375.8 -1.4662e-01 
1.5293e+03 2379.9 -1.4701e-01 
1.5406e+03 2383.7 -1.4739e-01 
1.5520e+03 2387.2 -1.4777e-01 
1.5633e+03 2390.9 -1.4815e-01 
1.5746e+03 2395.0 -1.4854e-01 
1.5859e+03 2398.8 -1.4893e-01 
1.5973e+03 2402.3 -1.4932e-01 
1.6086e+03 2405.5 -1.4970e-01 
1.6199e+03 2408.4 -1.5009e-01 
1.6312e+03 2411.7 -1.5048e-01 
1.6426e+03 2415.3 -1.5086e-01 
1.6539e+03 2418.5 -1.5125e-01 
1.6652e+03 2421.5 -1.5163e-01 
1.6766e+03 2424.8 -1.5202e-01 
1.6879e+03 2428.4 -1.5241e-01 
1.6992e+03 2431.9 -1.5280e-01 
1.7105e+03 2435.3 -1.5319e-01 
1.7219e+03 2438.5 -1.5358e-01 
1.7332e+03 2441.5 -1.5396e-01 
1.7445e+03 2444.5 -1.5435e-01 
1.7559e+03 2447.6 -1.5474e-01 
1.7672e+03 2450.9 -1.5512e-01 
1.7785e+03 2454.3 -1.5551e-01 
1.7898e+03 2457.6 -1.5590e-01 
1.8012e+03 2460.7 -1.5628e-01 
1.8125e+03 2463.7 -1.5666e-01 
1.8238e+03 2466.7 -1.5705e-01 
1.8352e+03 2469.4 -1.5743e-01 
1.8465e+03 2472.0 -1.5781e-01 
1.8578e+03 2474.8 -1.5819e-01 
1.8691e+03 2477.7 -1.5857e-01 
1.8805e+03 2480.7 -1.5895e-01 
1.8918e+03 2483.6 -1.5933e-01 
1.9031e+03 2486.4 -1.5971e-01 
1.9145e+03 2489.0 -1.6009e-01 
1.9258e+03 2491.5 -1.6047e-01 
1.9371e+03 2493.9 -1.6085e-01 
1.9484e+03 2496.2 -1.6123e-01 
1.9598e+03 2498.2 -1.6160e-01 
1.9711e+03 2500.5 -1.6198e-01 
1.9824e+03 2503.0 -1.6237e-01 
1.9938e+03 2505.2 -1.6276e-01 
2.0051e+03 2507.3 -1.6315e-01 
2.0164e+03 2509.6 -1.6355e-01 
2.0277e+03 2512.1 -1.6394e-01 
2.0391e+03 2514.2 -1.6432e-01 
2.0504e+03 2516.2 -1.6471e-01 
2.0617e+03 2518.2 -1.6510e-01 
2.0730e+03 2520.3 -1.6549e-01 
2.0844e+03 2522.3 -1.6588e-01 
2.0957e+03 2524.3 -1.6627e-01 
2.1070e+03 2526.0 -1.6666e-01 
2.1184e+03 2527.5 -1.6704e-01 
2.1297e+03 2529.0 -1.6743e-01 
2.1410e+03 2530.5 -1.6782e-01 
2.1523e+03 2532.0 -1.6821e-01 
2.1637e+03 2533.4 -1.6859e-01 
2.1750e+03 2534.6 -1.6898e-01 
2.1863e+03 2535.7 -1.6937e-01 
2.1977e+03 2536.7 -1.6975e-01 
2.2090e+03 2537.7 -1.7014e-01 
2.2203e+03 2538.3 -1.7053e-01 
2.2316e+03 2538.8 -1.7091e-01 
2.2430e+03 2539.3 -1.7130e-01 
2.2543e+03 2539.8 -1.7169e-01 
2.2656e+03 2540.0 -1.7207e-01 
2.2770e+03 2540.0 -1.7247e-01 
2.2883e+03 2539.6 -1.7287e-01 
2.2996e+03 2539.1 -1.7327e-01 
2.3109e+03 2539.0 -1.7368e-01 
2.3223e+03 2539.0 -1.7408e-01 
2.3336e+03 2538.3 -1.7448e-01 
2.3449e+03 2537.3 -1.7488e-01 
2.3562e+03 2536.6 -1.7529e-01 
2.3676e+03 2536.1 -1.7569e-01 
2.3789e+03 2535.3 -1.7609e-01 
2.3902e+03 2534.3 -1.7650e-01 
2.4016e+03 2532.9 -1.7690e-01 
2.4129e+03 2531.4 -1.7731e-01 
2.4242e+03 2530.3 -1.7772e-01 
2.4355e+03 2529.2 -1.7812e-01 
2.4469e+03 2528.2 -1.7853e-01 
2.4582e+03 2527.2 -1.7894e-01 
2.4695e+03 2526.3 -1.7934e-01 
2.4809e+03 2525.3 -1.7976e-01 
2.4922e+03 2524.3 -1.8018e-01 
2.5035e+03 2523.2 -1.8059e-01 
2.5148e+03 2522.6 -1.8101e-01 
2.5262e+03 2522.1 -1.8143e-01 
2.5375e+03 2521.6 -1.8185e-01 
2.5488e+03 2521.1 -1.8227e-01 
2.5602e+03 2520.6 -1.8270e-01 
2.5715e+03 2520.1 -1.8312e-01 
2.5828e+03 2520.0 -1.8356e-01 
2.5941e+03 2520.0 -1.8400e-01 
2.6055e+03 2520.4 -1.8445e-01 
2.6168e+03 2520.9 -1.8489e-01 
2.6281e+03 2522.2 -1.8534e-01 
2.6395e+03 2523.7 -1.8578e-01 
2.6508e+03 2526.0 -1.8623e-01 
2.6621e+03 2528.6 -1.8668e-01 
2.6734e+03 2533.5 -1.8713e-01 
2.6848e+03 2538.9 -1.8759e-01 
2.6961e+03 2547.0 -1.8804e-01 
2.7074e+03 2555.8 -1.8850e-01 
2.7188e+03 2568.4 -1.8896e-01 
2.7301e+03 2581.7 -1.8943e-01 
2.7414e+03 2601.6 -1.8989e-01 
2.7527e+03 2622.8 -1.9035e-01 
2.7641e+03 2654.6 -1.9082e-01 
2.7754e+03 2689.1 -1.9129e-01 
2.7867e+03 2741.3 -1.9178e-01 
2.7980e+03 2796.5 -1.9228e-01 
2.8094e+03 2883.6 -1.9277e-01 
2.8207e+03 2977.3 -1.9327e-01 
2.8320e+03 3114.9 -1.9377e-01 
2.8434e+03 3258.2 -1.9427e-01 
2.8547e+03 3461.3 -1.9478e-01 
2.8660e+03 3674.5 -1.9529e-01 
2.8773e+03 3921.0 -1.9581e-01 
2.8887e+03 4170.7 -1.9634e-01 
2.9000e+03 4200.0 -1.9688e-01 
